都道府県,観光地,URL,yorokobi,ikari,takaburi,aware,suki,kowa,yasu,iya,odoroki,haji,SUM,カテゴリ
東京,北総鉄道北総線新柴又駅,//www.jalan.net/kankou/spt_guide000000201500/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 乗り物
東京,おふろの王様　多摩百草店,//www.jalan.net/kankou/spt_guide000000199153/kuchikomi/,1,0,0,0,0,0,1,0,0,0,2.0, 風呂・スパ・サロン
東京,茶道具かきぬま,//www.jalan.net/kankou/spt_guide000000206985/kuchikomi/,8,0,1,0,1,1,3,1,0,0,15.0, レジャー・体験
東京,OTO　Workshop,//www.jalan.net/kankou/spt_guide000000182879/kuchikomi/,4,0,1,0,3,2,1,0,0,0,11.0, クラフト・工芸
東京,ニッポンレンタカー　市ケ谷駅前店,//www.jalan.net/kankou/spt_13104ec4582084605/kuchikomi/,1,0,1,0,0,0,2,2,0,0,6.0, 乗り物
東京,ニッポンレンタカー　四谷店,//www.jalan.net/kankou/spt_13104ec4582002291/kuchikomi/,1,0,0,0,0,0,1,0,0,0,2.0, 乗り物
東京,ニッポンレンタカー　西武新宿駅前店,//www.jalan.net/kankou/spt_13104ec4582002289/kuchikomi/,0,1,0,0,0,0,2,2,0,0,5.0, 乗り物
東京,安島直円墓,//www.jalan.net/kankou/spt_13103aj2200024700/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,国立西洋美術館,//www.jalan.net/kankou/spt_guide000000210384/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, ミュージアム・ギャラリー
東京,千登世橋,//www.jalan.net/kankou/spt_guide000000209510/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,しょうけい館,//www.jalan.net/kankou/spt_guide000000203008/kuchikomi/,0,0,0,0,0,0,0,1,0,0,1.0, ミュージアム・ギャラリー
東京,大里神社,//www.jalan.net/kankou/spt_13402ag2132051719/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 神社・神宮・寺院
東京,耕心館,//www.jalan.net/kankou/spt_13303cc3302002632/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, その他
東京,JR高輪ゲートウェイ駅,//www.jalan.net/kankou/spt_guide000000217350/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, その他
東京,陶芸．com　池袋教室,//www.jalan.net/kankou/spt_guide000000195154/kuchikomi/,4,0,0,0,0,0,3,0,0,0,7.0, クラフト・工芸
東京,porcelarts salon Luaina,//www.jalan.net/kankou/spt_guide000000205382/kuchikomi/,3,0,0,0,1,0,0,0,0,0,4.0, クラフト・工芸
東京,陶芸dakota工房,//www.jalan.net/kankou/spt_guide000000194317/kuchikomi/,3,0,0,0,0,0,0,0,0,0,3.0, クラフト・工芸
東京,三ツ釜ノ滝,//www.jalan.net/kankou/spt_13308ab2040116389/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 自然景観・絶景
東京,日の出山荘,//www.jalan.net/kankou/spt_13305aj2202051729/kuchikomi/,1,0,0,0,0,0,0,0,0,0,1.0, その他
東京,正受院(赤ちゃん寺),//www.jalan.net/kankou/spt_13117ag2130014744/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 神社・神宮・寺院
東京,Hareza池袋,//www.jalan.net/kankou/spt_13116ae2192109470/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,なぞともカフェ新宿店,//www.jalan.net/kankou/spt_guide000000187269/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, エンタメ・アミューズメント
東京,自生ヘゴ,//www.jalan.net/kankou/spt_13401ac2100134143/kuchikomi/,0,0,0,1,0,1,0,0,0,0,2.0, 観光施設・名所巡り
東京,伊豆大島　ダイビング　うみのわ,//www.jalan.net/kankou/spt_guide000000188394/kuchikomi/,8,0,1,0,0,4,4,4,0,0,21.0, レジャー・体験
東京,西教寺（東京都文京区）,//www.jalan.net/kankou/spt_13105ag2132035452/kuchikomi/,5,0,1,0,1,0,3,2,1,0,13.0, 神社・神宮・寺院
東京,隅田公園（庭園）,//www.jalan.net/kankou/spt_13107ah2140016182/kuchikomi/,12,0,2,0,6,1,10,4,0,0,35.0, 観光施設・名所巡り
東京,本妙寺（東京都豊島区）,//www.jalan.net/kankou/spt_13116ag2130014743/kuchikomi/,4,0,0,0,2,0,3,2,1,0,12.0, 神社・神宮・寺院
東京,練馬白山神社の大ケヤキ,//www.jalan.net/kankou/spt_13120ac2100136003/kuchikomi/,1,0,0,1,1,0,2,1,1,0,7.0, 観光施設・名所巡り
東京,霊南坂教会,//www.jalan.net/kankou/spt_13103aj2200025190/kuchikomi/,1,0,0,0,3,0,2,1,0,0,7.0, 観光施設・名所巡り
東京,三浦按針遺跡,//www.jalan.net/kankou/spt_13102af2170019224/kuchikomi/,0,0,0,0,1,0,0,1,1,0,3.0, 観光施設・名所巡り
東京,有明パークビル,//www.jalan.net/kankou/spt_guide000000151394/kuchikomi/,4,0,0,0,0,0,2,2,0,0,8.0, その他
東京,六本木マイアミビル,//www.jalan.net/kankou/spt_guide000000151508/kuchikomi/,3,0,0,0,0,0,1,1,0,0,5.0, その他
東京,文京ふるさと歴史館,//www.jalan.net/kankou/spt_13105ae3292019054/kuchikomi/,1,0,0,0,0,0,1,1,0,0,3.0, ミュージアム・ギャラリー
東京,IDC大塚家具  有明本社ショールーム,//www.jalan.net/kankou/spt_guide000000151409/kuchikomi/,3,0,1,0,1,1,2,3,0,0,11.0, ショッピング
東京,兜神社（東京都中央区）,//www.jalan.net/kankou/spt_13102ag2132088250/kuchikomi/,0,0,0,0,1,0,2,0,0,0,3.0, 神社・神宮・寺院
東京,岩蔵温泉,//www.jalan.net/kankou/spt_13205cd2110077459/kuchikomi/,5,0,1,0,2,0,2,1,1,0,12.0, 風呂・スパ・サロン
東京,文京区観光インフォメーション,//www.jalan.net/kankou/spt_13105aa1032025941/kuchikomi/,3,0,0,0,0,0,1,0,0,0,4.0, 観光施設・名所巡り
東京,伊藤博文墓所,//www.jalan.net/kankou/spt_13109aj2200025192/kuchikomi/,0,0,0,0,0,1,1,1,0,0,3.0, 観光施設・名所巡り
東京,稲城北緑地公園,//www.jalan.net/kankou/spt_13225ah3332086915/kuchikomi/,3,0,0,0,1,0,1,0,0,0,5.0, 観光施設・名所巡り
東京,烏森稲荷神社,//www.jalan.net/kankou/spt_13110ag2132019091/kuchikomi/,0,0,0,0,0,0,2,1,0,0,3.0, 神社・神宮・寺院
東京,青梅橋・ほたる公園付近,//www.jalan.net/kankou/spt_themeF80003200000/kuchikomi/,1,0,0,0,0,0,0,0,0,0,1.0, 観光施設・名所巡り
東京,切手の博物館,//www.jalan.net/kankou/spt_13116ae3292013802/kuchikomi/,3,0,0,0,6,0,0,2,1,0,12.0, ミュージアム・ギャラリー
東京,播磨坂さくら並木,//www.jalan.net/kankou/spt_13105aj2202035494/kuchikomi/,2,0,0,0,1,0,2,3,0,0,8.0, 観光施設・名所巡り
東京,東照宮のイチョウ,//www.jalan.net/kankou/spt_13103ac2100008749/kuchikomi/,0,0,0,0,1,0,0,1,0,0,2.0, 観光施設・名所巡り
東京,成蹊学園のケヤキ並木,//www.jalan.net/kankou/spt_13203ac2100140123/kuchikomi/,2,0,0,0,1,0,1,1,0,0,5.0, 観光施設・名所巡り
東京,都営地下鉄浅草線中延駅,//www.jalan.net/kankou/spt_guide000000190479/kuchikomi/,3,0,0,0,0,0,2,3,0,0,8.0, 乗り物
東京,玉川上水（東京都三鷹市）,//www.jalan.net/kankou/spt_13204ad2152024113/kuchikomi/,2,0,0,0,3,1,2,2,0,0,10.0, 観光施設・名所巡り
東京,台東区立旧東京音楽学校奏楽堂,//www.jalan.net/kankou/spt_13106ae2182073042/kuchikomi/,2,0,1,1,0,0,2,0,0,0,6.0, 観光施設・名所巡り
東京,光源寺（駒込大観音）,//www.jalan.net/kankou/spt_13105ag2132019063/kuchikomi/,1,0,0,0,0,0,0,1,1,0,3.0, 神社・神宮・寺院
東京,夏目漱石旧居跡（猫の家）,//www.jalan.net/kankou/spt_13105aj2202035477/kuchikomi/,2,0,0,0,2,0,0,2,1,0,7.0, 観光施設・名所巡り
東京,池上梅園,//www.jalan.net/kankou/spt_13111ah2142068672/kuchikomi/,4,0,1,0,1,0,1,0,2,0,9.0, 観光施設・名所巡り
東京,豊洲PIT チームスマイル,//www.jalan.net/kankou/spt_guide000000189256/kuchikomi/,0,0,0,0,0,0,1,1,0,0,2.0, エンタメ・アミューズメント
東京,三宝寺池,//www.jalan.net/kankou/spt_13120ab2030005064/kuchikomi/,3,0,0,1,0,0,2,0,0,0,6.0, 自然景観・絶景
東京,高田馬場跡,//www.jalan.net/kankou/spt_13104af2170020452/kuchikomi/,1,0,0,1,2,0,0,0,0,0,4.0, 観光施設・名所巡り
東京,木曽山（小石川後楽園）,//www.jalan.net/kankou/spt_guide000000190741/kuchikomi/,2,0,0,0,0,0,0,0,0,0,2.0, 観光施設・名所巡り
東京,熊谷恒子記念館,//www.jalan.net/kankou/spt_13111cc3300033846/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, ミュージアム・ギャラリー
東京,中央区立郷土天文館（タイムドーム明石）,//www.jalan.net/kankou/spt_13102cb3282082435/kuchikomi/,2,0,0,0,0,0,0,1,0,0,3.0, レジャー・体験
東京,春の小川の歌碑,//www.jalan.net/kankou/spt_13113aj2200023480/kuchikomi/,0,0,0,0,0,0,1,0,0,1,2.0, 観光施設・名所巡り
東京,すみだ郷土文化資料館,//www.jalan.net/kankou/spt_13107cc3290031631/kuchikomi/,1,0,0,0,0,1,1,1,2,0,6.0, ミュージアム・ギャラリー
東京,月ヶ岡神社,//www.jalan.net/kankou/spt_13421ag2132056643/kuchikomi/,3,0,0,0,1,0,2,0,0,0,6.0, 神社・神宮・寺院
東京,勢揃坂,//www.jalan.net/kankou/spt_13113aj2200023478/kuchikomi/,0,0,0,0,0,0,2,1,0,0,3.0, その他
東京,東山貝塚公園,//www.jalan.net/kankou/spt_13110ah3332019096/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,上目黒氷川神社,//www.jalan.net/kankou/spt_13110ag2132019090/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 神社・神宮・寺院
東京,勝海舟銅像,//www.jalan.net/kankou/spt_13107aj2202013788/kuchikomi/,2,0,0,0,0,0,0,1,0,0,3.0, 観光施設・名所巡り
東京,北区ふるさと農家体験館,//www.jalan.net/kankou/spt_13117ae2182086867/kuchikomi/,1,0,0,0,0,0,1,0,0,0,2.0, 観光施設・名所巡り
東京,大塚台公園,//www.jalan.net/kankou/spt_13116ah3332095733/kuchikomi/,1,0,0,0,0,0,0,1,0,0,2.0, 観光施設・名所巡り
東京,旧中原街道供養塔群,//www.jalan.net/kankou/spt_13109af2160017324/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,宗慶寺,//www.jalan.net/kankou/spt_13105ag2132035456/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 神社・神宮・寺院
東京,咸臨丸墓地,//www.jalan.net/kankou/spt_13421af2172070141/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,武蔵野スイングホール,//www.jalan.net/kankou/spt_13203cc3362024109/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, ミュージアム・ギャラリー
東京,斎藤鶴磯の墓,//www.jalan.net/kankou/spt_13116aj2200025530/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,旗洗池跡,//www.jalan.net/kankou/spt_13113af2170020455/kuchikomi/,1,0,0,0,0,0,0,1,0,0,2.0, 観光施設・名所巡り
東京,式亭三馬の墓,//www.jalan.net/kankou/spt_13110aj2200026095/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,海福寺四脚門,//www.jalan.net/kankou/spt_13110ae2180021285/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,西武鉄道小平駅,//www.jalan.net/kankou/spt_guide000000201678/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 乗り物
東京,柏木公園,//www.jalan.net/kankou/spt_guide000000201069/kuchikomi/,0,0,0,0,0,0,1,0,0,0,1.0, 観光施設・名所巡り
東京,練馬大鳥神社,//www.jalan.net/kankou/spt_guide000000188987/kuchikomi/,2,0,0,0,0,0,0,0,0,0,2.0, 神社・神宮・寺院
東京,奥村運動場,//www.jalan.net/kankou/spt_13421ca3372070036/kuchikomi/,0,0,0,0,0,0,0,0,1,0,1.0, その他スポーツ・フィットネス
東京,脇浜なぎさ公園,//www.jalan.net/kankou/spt_13421ah3332070035/kuchikomi/,1,0,0,0,0,0,1,1,0,0,3.0, 観光施設・名所巡り
東京,八ツ瀬川,//www.jalan.net/kankou/spt_13421ab2042056566/kuchikomi/,1,0,0,0,0,0,0,0,0,0,1.0, 自然景観・絶景
東京,オリーブ橋,//www.jalan.net/kankou/spt_13114ad2152096978/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,トヨタモビリティサービス　大森店,//www.jalan.net/kankou/spt_13111ec4582002370/kuchikomi/,1,0,0,0,0,0,0,0,0,0,1.0, 乗り物
東京,南町田グランベリーパーク,//www.jalan.net/kankou/spt_guide000000209052/kuchikomi/,1,0,0,1,1,0,0,3,0,0,6.0, ショッピング
東京,都営大江戸線 練馬駅,//www.jalan.net/kankou/spt_guide000000204624/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 乗り物
東京,清澄公園,//www.jalan.net/kankou/spt_guide000000204397/kuchikomi/,1,0,0,0,0,0,2,0,0,0,3.0, 観光施設・名所巡り
東京,目黒セントラルスクエア,//www.jalan.net/kankou/spt_guide000000196927/kuchikomi/,1,0,0,0,0,0,0,0,0,0,1.0, その他
東京,西亀有せせらぎ公園,//www.jalan.net/kankou/spt_13122ah3332041337/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,光が丘美術館,//www.jalan.net/kankou/spt_13120ae3302019113/kuchikomi/,1,0,0,0,0,0,1,0,0,0,2.0, ミュージアム・ギャラリー
東京,曲直瀬玄朔墓,//www.jalan.net/kankou/spt_13113aj2200025685/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,エルビス・プレスリー銅像,//www.jalan.net/kankou/spt_13113aj2200024516/kuchikomi/,0,0,0,0,1,0,0,0,0,0,1.0, 観光施設・名所巡り
東京,東京メトロ東西線西葛西駅,//www.jalan.net/kankou/spt_guide000000204944/kuchikomi/,0,0,0,0,0,0,0,1,0,0,1.0, 乗り物
東京,西武鉄道西武遊園地駅,//www.jalan.net/kankou/spt_guide000000201679/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 乗り物
東京,銀座奥野ビル,//www.jalan.net/kankou/spt_guide000000201173/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,ニッポンレンタカー　中延駅前店,//www.jalan.net/kankou/spt_guide000000179587/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 乗り物
東京,PACIFIC　FURNITURE　SERVICE,//www.jalan.net/kankou/spt_guide000000167029/kuchikomi/,0,0,0,0,1,0,0,0,0,0,1.0, その他
東京,なんじゃもんじゃの森　三鷹市こども林間研修広場,//www.jalan.net/kankou/spt_13204ca3432024136/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, アウトドア
東京,観音院の来迎阿弥陀如来像,//www.jalan.net/kankou/spt_13203aj2202024096/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,初代柄井川柳墓,//www.jalan.net/kankou/spt_13106aj2200024783/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,トヨタモビリティサービス　水天宮T-CAT店,//www.jalan.net/kankou/spt_13102ec4582027081/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 乗り物
東京,JR蒲田駅,//www.jalan.net/kankou/spt_guide000000207639/kuchikomi/,0,0,0,0,0,0,0,1,0,0,1.0, 乗り物
東京,OLIVIERS&CO EBISU,//www.jalan.net/kankou/spt_guide000000203912/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, ショッピング
東京,ニッポンレンタカー　東村山店,//www.jalan.net/kankou/spt_13213ec4582027146/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 乗り物
東京,石神井観光案内所,//www.jalan.net/kankou/spt_13120aa1032103092/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,トヨタモビリティサービス　下北沢店,//www.jalan.net/kankou/spt_13112ec4582002393/kuchikomi/,1,0,0,0,0,0,1,0,0,0,2.0, 乗り物
東京,日産レンタカー　六本木ヒルズ店,//www.jalan.net/kankou/spt_13103ec4582063957/kuchikomi/,1,0,0,0,0,0,0,0,0,0,1.0, 乗り物
東京,山田ダチョウ園,//www.jalan.net/kankou/spt_13205cb3512081321/kuchikomi/,0,0,0,0,1,0,0,0,0,0,1.0, レジャー・体験
東京,秩父宮記念スポーツ博物館（休館中）,//www.jalan.net/kankou/spt_13104cc3290032952/kuchikomi/,1,0,0,0,0,0,0,0,0,0,1.0, ミュージアム・ギャラリー
東京,要津寺,//www.jalan.net/kankou/spt_13107ag2130155585/kuchikomi/,0,0,0,0,1,0,0,0,0,0,1.0, 神社・神宮・寺院
東京,トヨタモビリティサービス　羽田空港第1ターミナル受付カウンター店,//www.jalan.net/kankou/spt_13111ec4582027114/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 乗り物
東京,ニッポンレンタカー　荻窪南口店,//www.jalan.net/kankou/spt_13115ec4582002430/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 乗り物
東京,KAMISMLab,//www.jalan.net/kankou/spt_guide000000181237/kuchikomi/,2,0,0,0,0,0,0,1,0,0,3.0, クラフト・工芸
東京,カルチャースクールいろは,//www.jalan.net/kankou/spt_guide000000180903/kuchikomi/,2,0,0,0,1,0,0,0,0,0,3.0, クラフト・工芸
東京,日本そば打ち 自由が丘教室,//www.jalan.net/kankou/spt_guide000000183884/kuchikomi/,19,0,2,1,3,2,5,3,3,0,38.0, レジャー・体験
東京,みやこ染　染色体験スペース　somenova,//www.jalan.net/kankou/spt_guide000000191660/kuchikomi/,0,0,1,0,1,0,0,0,0,0,2.0, 伝統文化・日本文化
東京,イワミズアサコキメコミアートスクール,//www.jalan.net/kankou/spt_guide000000188356/kuchikomi/,3,1,0,0,0,0,0,0,0,0,4.0, レジャー・体験
東京,I Tea School アイティースクール,//www.jalan.net/kankou/spt_guide000000183320/kuchikomi/,2,0,0,0,0,0,0,1,0,0,3.0, クラフト・工芸
東京,とんぼ玉工房「青い竜宮城」練馬教室,//www.jalan.net/kankou/spt_guide000000183134/kuchikomi/,12,0,3,0,6,0,6,8,2,0,37.0, クラフト・工芸
東京,ケーキ・パン教室　Convivialite,//www.jalan.net/kankou/spt_guide000000180166/kuchikomi/,8,0,0,0,2,0,2,4,0,0,16.0, レジャー・体験
東京,水根沢キャンプ場,//www.jalan.net/kankou/spt_13308ca3430055366/kuchikomi/,14,0,1,0,3,1,5,4,1,0,29.0, アウトドア
東京,国立能楽堂,//www.jalan.net/kankou/spt_13113cc3290030142/kuchikomi/,10,0,1,1,4,0,4,2,3,0,25.0, ミュージアム・ギャラリー
東京,中野氷川神社,//www.jalan.net/kankou/spt_13114ag2130014128/kuchikomi/,8,0,0,0,4,0,3,2,1,0,18.0, 神社・神宮・寺院
東京,スイレン（水元公園）,//www.jalan.net/kankou/spt_13122ac2100116309/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 観光施設・名所巡り
東京,ダイドードリンコアイスアリーナ,//www.jalan.net/kankou/spt_13217ca3480058444/kuchikomi/,9,0,2,1,2,2,4,5,0,0,25.0, 雪・スノースポーツ
東京,川本喜八郎人形ギャラリー,//www.jalan.net/kankou/spt_guide000000184544/kuchikomi/,6,0,2,1,3,0,1,1,1,0,15.0, ミュージアム・ギャラリー
東京,氷川キャンプ場,//www.jalan.net/kankou/spt_13308ca3430054771/kuchikomi/,7,0,0,0,0,0,4,3,0,0,14.0, アウトドア
東京,府中市美術館,//www.jalan.net/kankou/spt_13206ae3302044648/kuchikomi/,4,0,0,0,2,1,4,2,0,0,13.0, ミュージアム・ギャラリー
東京,オニバス(水元公園),//www.jalan.net/kankou/spt_13122ac2100134470/kuchikomi/,1,0,0,0,0,1,0,0,0,0,2.0, 観光施設・名所巡り
東京,晴海トリトンスクエア,//www.jalan.net/kankou/spt_13102ga3552082451/kuchikomi/,0,0,0,0,0,0,0,1,1,0,2.0, ショッピング
東京,清瀬金山緑地公園,//www.jalan.net/kankou/spt_13221ah3330042854/kuchikomi/,4,0,0,0,1,1,3,2,0,0,11.0, 観光施設・名所巡り
東京,忠生公園,//www.jalan.net/kankou/spt_guide000000191312/kuchikomi/,5,0,0,0,2,0,1,0,0,0,8.0, 観光施設・名所巡り
東京,ニューバランス東京,//www.jalan.net/kankou/spt_guide000000174095/kuchikomi/,2,0,0,0,3,0,1,1,0,0,7.0, ショッピング
東京,調布市郷土博物館,//www.jalan.net/kankou/spt_13208cc3290032954/kuchikomi/,0,0,0,0,1,0,1,0,0,0,2.0, ミュージアム・ギャラリー
東京,ナイチンゲールストリート,//www.jalan.net/kankou/spt_13103aj2200024510/kuchikomi/,0,0,0,0,1,0,1,0,0,0,2.0, ショッピング
東京,靖国神社の桜,//www.jalan.net/kankou/spt_13101ac2100136814/kuchikomi/,8,0,1,0,2,0,4,4,1,0,20.0, 観光施設・名所巡り
東京,水元さくら堤,//www.jalan.net/kankou/spt_13122ac2100116310/kuchikomi/,7,0,0,0,1,0,3,0,0,0,11.0, 観光施設・名所巡り
東京,TOKYO ミナトリエ（旧：東京みなと館）,//www.jalan.net/kankou/spt_13108cc3290033037/kuchikomi/,4,0,0,0,1,0,2,0,0,0,7.0, ミュージアム・ギャラリー
東京,洗足池公園の桜,//www.jalan.net/kankou/spt_13111ac2100008708/kuchikomi/,4,0,0,0,1,0,1,0,0,0,6.0, 観光施設・名所巡り
東京,三日月山展望台,//www.jalan.net/kankou/spt_13421ad3350046630/kuchikomi/,4,0,0,1,1,0,3,4,0,0,13.0, 観光施設・名所巡り
東京,神津島温泉保養センター,//www.jalan.net/kankou/spt_13364cd2112052083/kuchikomi/,6,0,0,0,2,0,2,4,0,0,14.0, 風呂・スパ・サロン
東京,須藤公園,//www.jalan.net/kankou/spt_13105ah2142035474/kuchikomi/,2,0,0,0,0,0,2,0,1,0,5.0, 自然景観・絶景
東京,吉永梨園,//www.jalan.net/kankou/spt_13205cb3512081322/kuchikomi/,4,0,0,0,0,0,1,1,0,0,6.0, レジャー・体験
東京,稲城中央公園,//www.jalan.net/kankou/spt_13225ah3332086906/kuchikomi/,0,0,0,0,0,0,1,0,0,0,1.0, 観光施設・名所巡り
東京,Bridgestone Innovation Gallery,//www.jalan.net/kankou/spt_13211ae3292044961/kuchikomi/,4,0,0,0,1,0,0,1,1,0,7.0, ミュージアム・ギャラリー
東京,東京さくらトラム（都電荒川線）鬼子母神前,//www.jalan.net/kankou/spt_guide000000192880/kuchikomi/,1,0,0,0,2,0,0,1,0,0,4.0, 乗り物
東京,木造伝阿弥陀如来三尊像,//www.jalan.net/kankou/spt_13228aj2200124417/kuchikomi/,1,0,0,0,0,0,1,0,0,0,2.0, 観光施設・名所巡り
東京,江戸城外堀跡（東京都千代田区）,//www.jalan.net/kankou/spt_13101af2170017793/kuchikomi/,1,0,0,0,0,0,0,0,1,0,2.0, 観光施設・名所巡り
東京,信松院,//www.jalan.net/kankou/spt_guide000000191006/kuchikomi/,1,0,0,0,1,1,1,2,0,0,6.0, 神社・神宮・寺院
東京,葛飾区観光協会,//www.jalan.net/kankou/spt_13122aa1032025951/kuchikomi/,1,0,0,0,0,0,0,2,0,0,3.0, 観光施設・名所巡り
東京,東京メトロ副都心線西早稲田駅,//www.jalan.net/kankou/spt_guide000000193133/kuchikomi/,1,0,0,0,0,0,1,0,0,0,2.0, 乗り物
東京,新豊洲 Brillia ランニングスタジアム,//www.jalan.net/kankou/spt_guide000000187082/kuchikomi/,2,0,1,0,0,1,1,0,1,0,6.0, その他スポーツ・フィットネス
東京,品川フィッシングガーデン,//www.jalan.net/kankou/spt_guide000000183505/kuchikomi/,0,0,0,0,0,0,1,3,0,0,4.0, レジャー・体験
東京,アニヤ・ハインドマーチ　青山本店,//www.jalan.net/kankou/spt_guide000000176556/kuchikomi/,2,0,0,0,1,0,1,1,0,0,5.0, ショッピング
東京,動坂遺跡,//www.jalan.net/kankou/spt_13105aj2202035493/kuchikomi/,0,0,0,0,0,0,0,0,1,0,1.0, 観光施設・名所巡り
東京,東京メトロ日比谷線・東西線 茅場町駅,//www.jalan.net/kankou/spt_guide000000197211/kuchikomi/,0,0,0,0,0,0,1,1,0,0,2.0, 乗り物
東京,陣屋跡（東京都八丈島八丈町）,//www.jalan.net/kankou/spt_13401aj2200023471/kuchikomi/,1,0,1,0,0,0,0,0,0,0,2.0, 観光施設・名所巡り
東京,日の出浜遊泳場,//www.jalan.net/kankou/spt_13361cb3490146645/kuchikomi/,1,0,0,0,0,0,1,0,0,0,2.0, 自然景観・絶景
東京,古隅田川緑道,//www.jalan.net/kankou/spt_13122cb3412041336/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, 自然景観・絶景
東京,プラチナ ドン・キホーテ白金台店,//www.jalan.net/kankou/spt_guide000000197450/kuchikomi/,3,0,0,0,0,0,1,0,0,0,4.0, ショッピング
東京,前浜海水浴場（東京都神津島村）,//www.jalan.net/kankou/spt_13364cb3490058618/kuchikomi/,1,0,0,0,0,0,0,0,0,0,1.0, 自然景観・絶景
東京,新島観光協会,//www.jalan.net/kankou/spt_13363aa1030000692/kuchikomi/,2,0,0,0,0,0,1,0,0,0,3.0, 観光施設・名所巡り
東京,大島全島観光ハイヤー（大島観光自動車）,//www.jalan.net/kankou/spt_13361ec4600086690/kuchikomi/,1,0,0,0,0,0,1,0,0,0,2.0, 乗り物
東京,大島全島観光ハイヤー（市村）,//www.jalan.net/kankou/spt_13361ec4600086534/kuchikomi/,3,0,0,0,0,0,0,1,0,0,4.0, 乗り物
東京,亀塚古墳（東京都狛江市）,//www.jalan.net/kankou/spt_13219af2170019743/kuchikomi/,2,0,0,0,0,0,0,1,0,0,3.0, 観光施設・名所巡り
東京,豊島馬場遺跡公園,//www.jalan.net/kankou/spt_13117ah3332095266/kuchikomi/,1,0,0,0,2,0,0,1,0,0,4.0, 観光施設・名所巡り
東京,御嶽神社（東京都豊島区）,//www.jalan.net/kankou/spt_13116ag2132095742/kuchikomi/,0,0,0,0,0,0,0,1,0,0,1.0, 神社・神宮・寺院
東京,祥雲寺（東京都豊島区）,//www.jalan.net/kankou/spt_13116ag2132095741/kuchikomi/,0,0,0,0,0,0,0,1,0,0,1.0, 神社・神宮・寺院
東京,トヨタレンタリース  品川高輪口店,//www.jalan.net/kankou/spt_13103ec4582045776/kuchikomi/,2,0,0,0,0,0,1,0,0,0,3.0, 乗り物
東京,日本橋ふくしま館　MIDETTE（ミデッテ）,//www.jalan.net/kankou/spt_guide000000204668/kuchikomi/,3,0,0,0,3,1,2,1,0,0,10.0, ショッピング
東京,シャンブレ・ド・プティーク,//www.jalan.net/kankou/spt_guide000000170733/kuchikomi/,0,0,0,0,0,0,0,0,0,0,0.0, ショッピング
